38500.000000,-0.102783,0.243103,-1.047180,-11.131287,-25.680542,9.506226
38550.000000,-0.093750,0.262878,-1.034973,-12.084961,-26.245117,9.429932
38600.000000,-0.124756,0.243103,-1.047424,-10.543823,-25.062561,10.086060
38650.000000,-0.117920,0.236755,-1.037170,-11.177063,-26.046753,10.093689
38700.000000,-0.126709,0.222107,-1.031555,-11.245728,-25.398254,9.918213
38750.000000,-0.124756,0.293152,-1.021790,-10.932922,-26.336670,8.918762
38800.000000,-0.105225,0.247253,-1.038635,-10.185242,-25.550842,10.215759
38850.000000,-0.141113,0.275818,-1.015198,-11.070251,-25.573730,10.307312
38900.000000,-0.122070,0.226990,-1.005676,-10.215759,-25.093079,10.124207
38950.000000,-0.126709,0.279236,-1.046204,-10.536194,-25.512695,10.017395
39000.000000,-0.125244,0.233093,-1.010071,-10.612488,-25.329590,10.261536
39050.000000,-0.111816,0.250916,-1.035706,-10.818481,-25.451660,10.215759
39100.000000,-0.098389,0.282898,-1.024963,-10.910034,-25.985718,9.872437
39150.000000,-0.119385,0.240417,-1.034485,-9.811401,-25.581360,9.292603
39200.000000,-0.089844,0.249695,-1.015198,-10.078430,-25.001526,9.803772
39250.000000,-0.125000,0.265076,-1.047180,-11.199951,-25.886536,9.231567
39300.000000,-0.132813,0.274109,-1.015686,-11.062622,-25.871277,9.666443
39350.000000,-0.104736,0.265808,-1.032043,-10.665894,-26.123047,10.101318
39400.000000,-0.130371,0.232849,-1.013245,-10.482788,-26.214600,9.803772
39450.000000,-0.041992,0.207703,-1.038635,-11.085510,-25.672913,17.349243
39500.000000,-0.104980,0.268494,-1.051575,-11.001587,-25.291443,12.039185
39550.000000,-0.036621,0.198669,-1.034729,-9.956360,-25.924683,13.832092
39600.000000,-0.089844,0.296814,-1.024963,-10.917664,-25.001526,6.546021
39650.000000,-0.054688,0.268494,-1.031799,-10.841370,-25.558472,11.741638
39700.000000,-0.087402,0.228943,-1.035706,-11.398315,-25.047302,2.975464
39750.000000,-0.063721,0.261658,-1.038635,-10.711670,-26.947021,3.997803
39800.000000,-0.056641,0.253113,-1.042542,-11.169434,-26.260376,2.677917
39850.000000,-0.088135,0.291931,-0.992737,-10.673523,-25.695801,-10.467529
39900.000000,-0.034668,0.245544,-1.071838,-11.817932,-25.260925,-3.540039
39950.000000,-0.054932,0.266785,-1.011047,-10.330200,-23.597717,-20.812988
40000.000000,-0.081055,0.257263,-1.024475,-9.750366,-24.627686,-4.753113
40050.000000,0.106445,0.187195,-1.042297,-10.482788,-26.313782,14.678955
40100.000000,-0.011230,0.359070,-1.018372,-11.550903,-25.512695,2.151489
40150.000000,0.005127,0.295593,-1.032532,-11.131287,-26.344299,8.956909
40200.000000,-0.062988,0.248962,-1.035217,-11.131287,-24.711609,-19.958496
40250.000000,-0.197754,0.294373,-1.038147,-10.337830,-25.840759,12.397766
40300.000000,0.177002,0.142273,-1.007385,-11.222839,-24.871826,15.586853
40350.000000,-0.188232,0.461609,-1.006409,-10.719299,-23.040771,19.050598
40450.000000,0.228760,0.190369,-1.026184,-10.635376,-26.496887,45.310974
40500.000000,-0.030029,0.360779,-1.010071,-10.940552,-25.932312,14.518738
40550.000000,-0.039063,0.245789,-0.964661,-11.459351,-24.993896,81.520081
40600.000000,-0.010498,0.170105,-1.050354,-11.070251,-25.390625,18.913269
40650.000000,-0.322510,0.314636,-1.117737,-9.925842,-24.948120,65.162659
40700.000000,-0.085938,0.133484,-0.982971,-11.192322,-27.427673,13.580322
40750.000000,-0.558594,0.464294,-1.014221,-11.299133,-24.185181,37.826538
40800.000000,-0.515137,0.278748,-1.056946,-10.658264,-25.146484,42.892456
40850.000000,-0.686523,0.318542,-1.007629,-11.192322,-25.924683,3.929138
40900.000000,-0.115479,0.230652,-1.017151,-10.543823,-25.604248,16.883850
40900.000000,-0.115479,0.230652,-1.017151,-10.543823,-25.604248,16.883850
41000.000000,-0.080078,0.278748,-1.042297,-11.161804,-25.466919,9.773254
41050.000000,-0.104248,0.255554,-1.033997,-10.604858,-26.115417,8.651733
41100.000000,-0.098145,0.236755,-1.039612,-10.704041,-25.650024,9.437561
41150.000000,-0.061279,0.257019,-1.038147,-10.681152,-24.681091,-16.387939
41200.000000,-0.113037,0.271912,-1.034973,-11.344910,-25.695801,-7.469177
41250.000000,-0.113770,0.229675,-1.033264,-11.367798,-24.963379,9.544373
41300.000000,-0.104248,0.259216,-1.039368,-12.077332,-24.978638,-0.885010
41350.000000,-0.106201,0.293640,-1.031555,-10.566711,-24.742126,6.340027
41400.000000,-0.066650,0.253357,-1.010071,-12.313843,-25.016785,-7.843018
41450.000000,-0.106934,0.234070,-1.017395,-12.115479,-25.978088,8.155823
41500.000000,-0.110596,0.247009,-1.035217,-11.207581,-25.695801,8.918762
41550.000000,-0.097900,0.239685,-1.041077,-10.154724,-25.863647,10.124207
41600.000000,-0.092529,0.248474,-1.035217,-11.207581,-25.566101,9.834290
41650.000000,-0.101807,0.262146,-1.037903,-10.307312,-26.260376,9.605408
41700.000000,-0.109619,0.277039,-1.028381,-9.742737,-25.856018,10.284424
41750.000000,-0.093750,0.229187,-1.040833,-11.192322,-25.909424,9.986877
41800.000000,-0.139404,0.274109,-1.025452,-10.925293,-25.917053,9.559631
41850.000000,-0.100098,0.262878,-1.038635,-10.025024,-25.749207,10.231018
41900.000000,-0.086914,0.259705,-1.029114,-10.261536,-25.489807,9.880066
41950.000000,-0.096191,0.246521,-1.052307,-10.345459,-26.000977,9.658813
42000.000000,-0.114990,0.250916,-1.039124,-10.406494,-25.436401,10.581970
42050.000000,-0.133545,0.276306,-1.021545,-11.116028,-25.520325,10.208130
42100.000000,-0.108154,0.278259,-1.015930,-10.475159,-25.802612,10.108948
42150.000000,-0.077393,0.241882,-1.042297,-9.864807,-25.886536,10.055542
