00000000,0.0188,0.009583,-0.982727,1.647949,0.289917,-0.328064
00000051,0.0125,-0.005310,-0.996399,0.686646,0.053406,-0.617981
00000101,-0.0383,-0.033875,-0.987122,1.853943,0.228882,0.305176
00000152,-0.0486,-0.011169,-0.996155,1.701355,0.686646,6.126404
00000203,0.0098,0.010071,-0.972717,0.465393,0.114441,-1.419067
00000254,-0.0420,-0.063171,-0.971008,0.625610,-0.160217,-19.973755
00000304,-0.0112,-0.040466,-0.962219,0.709534,0.518799,0.595093
00000355,0.0183,-0.032166,-0.997375,1.449585,-0.213623,-2.700806
00000406,-0.0239,-0.024841,-0.948303,0.923157,0.381470,1.762390
00000457,-0.0039,-0.017761,-0.997864,0.518799,-0.732422,1.098633
00000507,-0.0125,0.007629,-1.001282,0.534058,0.022888,0.297546
00000558,-0.0247,-0.003601,-0.990295,0.701904,0.869751,4.234314
00000609,-0.0461,-0.054382,-0.932678,-6.477356,0.816345,8.926392
00000659,0.0073,-0.014587,-0.973938,3.295898,1.502991,0.968933
00000710,-0.0161,0.001282,-0.990051,-1.762390,-4.142761,-1.113892
00000761,-0.0735,0.595032,-1.694397,234.901428,80.871582,50.468445
00000812,0.0635,0.011292,-1.087219,-3.082275,-51.628113,25.634766
00000863,0.0532,-0.109314,-1.163635,4.524231,-20.637512,-8.132935
00000913,-0.0366,-0.009949,-0.969543,6.286621,7.942200,-3.051758
00000964,-0.0137,0.000793,-1.014954,1.396179,0.701904,-0.778198
00001015,-0.0029,0.022766,-0.968811,1.724243,0.518799,0.762939
00001066,0.0029,0.009338,-0.978088,0.579834,0.724792,-2.265930
00001116,-0.0305,-0.043884,-0.983948,1.876831,0.846863,0.572205
00001167,0.0076,-0.011414,-0.975647,0.144958,-0.061035,-0.404358
00001218,0.0396,-0.005798,-0.987854,-0.747681,1.502991,0.617981
00001268,0.0044,-0.035095,-0.990784,-6.294250,7.179260,4.768372
00001319,0.1018,-0.245789,-1.454651,5.691528,-11.253357,0.007629
00001370,0.3352,0.355042,1.351013,-211.265564,-6.507874,12.191772
00001421,-0.0615,-0.136414,-0.541565,-2.464294,-2.471924,-5.912781
00001471,0.0291,0.019592,-0.983215,5.989075,5.279541,-0.778198
00001522,0.0339,0.014954,-0.974182,1.243591,-0.915527,-1.075745
00001573,0.0320,0.004700,-0.966858,2.006531,-0.175476,0.839233
00001624,-0.0042,-0.105652,-0.964172,3.410339,0.244141,-1.907349
00001674,0.0100,0.009094,-0.970032,1.678467,-0.328064,-0.289917
00001725,0.0005,-0.055359,-0.973694,0.923157,-0.144958,0.228882
00001776,-0.0271,-0.014587,-0.977356,1.068115,-0.122070,-0.190735
00001827,0.0183,-0.017517,-0.978577,0.740051,-0.312805,0.190735
00001877,-0.0073,0.010559,-0.972961,1.625061,0.106812,-0.022888
